step,sim_time_sec,total_observed_voxels,frontier_voxels,distance_traveled,selected_score,plan_time_ms,mean_eig,mean_entropy,mean_variance,mean_info_gain,mean_path_cost,selected_info_gain,selected_path_cost,selected_utility,coord_active_peers,rejected_by_minpos,rejected_by_unreachable,phase,target_id,vantage_index,n_vantages_valid,vantage_los_clear,dwell_sec,prox_hold_count,prox_hold_total_sec,state,reconnect_range_to_goal_m,reconnect_elapsed_sec,unknown_fraction,coverage_source,info_gain_std,sep_peer_dist_m,sep_discount,sep_reordered,sep_eligible_peers,plan_cand_total,plan_rej_close,plan_rej_map,plan_rej_unreach,plan_rej_blacklist,plan_rej_minpos,plan_stall_ticks,pursue_peer,pursue_quarry_live,team_complete,plan_rej_visited
0,21.500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.771542,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,25.000000,69734,62420,0.00349204,0,0,0.00227272,0.0555562,0.000268658,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.770534,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,30.000000,70893,63379,0.00846068,0,0,0.00204292,0.0570778,0.000237456,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.768896,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,35.000000,71873,64256,0.0134493,0,0,0.00198249,0.0596848,0.000256299,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.765873,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,40.000000,72965,65349,0.0184384,0,0,0.00186264,0.0624331,0.000231979,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.762409,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,45.000000,75674,67864,0.0234306,0,0,0.00190982,0.0653686,0.000229723,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.752582,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,50.000000,77803,69440,0.0274961,0,0,0.00215189,0.0708161,0.000283295,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.746347,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,55.000000,88971,78396,0.0332612,0,0,0.00347245,0.0992151,0.000519905,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.712144,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,60.000000,95929,83939,0.0364791,0,0,0.00346693,0.1108,0.000550688,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.691673,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,65.000000,103271,89774,0.04201,0,0,0.00362359,0.130025,0.000569413,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.667611,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,70.000000,104889,90872,0.0453233,0,0,0.00318982,0.134285,0.000507942,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.662887,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,75.000000,106317,91935,0.0509984,0,0,0.00311431,0.138123,0.000495882,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.658793,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,80.000000,106758,92272,0.054207,0,0,0.00304119,0.13866,0.000496965,0,0,0,0,0,0,0,0,explore,-1,-1,0,0,0,0,0,WAIT_FOR_MAP,-1,-1,0.658541,coverage_map,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,,-1,0,-1
0,85.000000,114923,99094,0.179185,0,0,0.00664254,0.163033,0.00145116,0,0,0,0,0,1,0,0,explore,-1,-1,0,0,0,0,0,NAVIGATE,-1,-1,0.630952,coverage_map,0,-1,1,-1,0,57,2,0,0,0,0,0,,-1,1,0
0,90.000000,124611,107105,1.61723,0,0,0.00682889,0.177924,0.00140885,0,0,0,0,0,1,0,0,explore,-1,-1,0,0,0,0,0,NAVIGATE,-1,-1,0.595931,coverage_map,0,-1,1,-1,0,57,2,0,0,0,0,0,,-1,1,0
0,95.000000,140177,120939,3.81468,0,0,0.00727156,0.18146,0.00143267,0,0,0,0,0,1,0,0,explore,-1,-1,0,0,0,0,0,NAVIGATE,-1,-1,0.584026,coverage_map,0,-1,1,-1,0,57,2,0,0,0,0,0,,-1,1,0
0,99.200000,140177,120939,4.89942,6850.57,400,0.00727156,0.18146,0.00143267,15802.4,13.5728,15323.5,4.9034,6850.57,1,0,0,explore,-1,-1,0,0,0,0,0,LOG_STEP,-1,-1,0.57231,coverage_map,1725.98,-1,1,-1,0,57,2,0,0,0,0,0,,-1,1,0
1,100.000000,159739,138582,4.90119,0,0,0.00655492,0.172138,0.00119547,0,0,0,0,0,1,0,0,explore,-1,-1,0,0,0,0,0,NAVIGATE,-1,-1,0.57231,coverage_map,0,-1,1,-1,0,68,1,0,0,2,0,0,,-1,1,2
1,105.000000,173217,150496,5.51547,0,0,0.00665541,0.170385,0.00125435,0,0,0,0,0,1,0,0,explore,-1,-1,0,0,0,0,0,NAVIGATE,-1,-1,0.552721,coverage_map,0,-1,1,-1,0,68,1,0,0,2,0,0,,-1,1,2
1,110.000000,192640,167948,8.02816,0,0,0.00780825,0.173578,0.00153751,0,0,0,0,0,1,0,0,explore,-1,-1,0,0,0,0,0,NAVIGATE,-1,-1,0.525321,coverage_map,0,-1,1,-1,0,68,1,0,0,2,0,0,,-1,1,2
1,115.000000,216987,189305,10.5966,0,0,0.00825245,0.175978,0.00160156,0,0,0,0,0,1,0,0,explore,-1,-1,0,0,0,0,0,NAVIGATE,-1,-1,0.465734,coverage_map,0,-1,1,-1,0,68,1,0,0,2,0,0,,-1,1,2
