mount,orient,d_set_m,scan,d_m,px,py,lx,ly,lz,stamp,n_new,best_all,best_ns,best_rings,best_ring_list,near_n,near_rings,near_d_m,nearxy_n,nearxy_rings,nearxy_d_m,alarm_m3,alarm_m5,alarm_m10,alarm_m20,alarm_xy5,cand_m3,cand_m5,cand_m10,cand_m20,cand_xy5,best
lk0,toward,37.5,2,37.5,0.001,-97.486,0.0,-59.9855,0.8481,78.5,2,2,2,1,7,1,1,0.234,1,1,0.234,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,37.5,3,37.5,0.001,-97.486,0.0,-59.9855,0.8481,78.6,2,2,2,1,7,1,1,0.255,1,1,0.255,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,37.5,4,37.5,0.001,-97.486,0.0,-59.9855,0.8481,78.7,2,2,2,1,7,1,1,0.216,1,1,0.216,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,37.5,5,37.5,0.001,-97.486,0.0,-59.9855,0.8481,78.8,2,2,2,1,7,1,1,0.226,1,1,0.226,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,37.5,6,37.5,0.001,-97.486,0.0,-59.9855,0.8481,78.9,2,2,2,1,7,1,1,0.242,1,1,0.242,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,37.5,7,37.5,0.001,-97.486,0.0,-59.9855,0.8481,79.0,2,2,2,1,7,2,1,0.054,2,1,0.054,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,37.5,8,37.5,0.001,-97.486,0.0,-59.9855,0.8481,79.1,2,2,2,1,7,1,1,0.257,1,1,0.257,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,37.5,9,37.5,0.001,-97.486,0.0,-59.9855,0.8481,79.2,2,2,2,1,7,1,1,0.233,1,1,0.233,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,0,40.0,0.002,-99.986,0.0,-59.9855,0.8481,79.3,2,2,2,1,7,1,1,0.275,1,1,0.275,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,1,40.0,0.002,-99.986,0.0,-59.9855,0.8481,79.4,2,2,2,1,7,1,1,0.273,1,1,0.273,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,2,40.0,0.002,-99.986,0.0,-59.9855,0.8481,79.5,2,2,2,1,7,1,1,0.274,1,1,0.274,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,3,40.0,0.002,-99.986,0.0,-59.9855,0.8481,79.6,2,2,2,1,7,1,1,0.277,1,1,0.277,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,4,40.0,0.002,-99.986,0.0,-59.9855,0.8481,79.7,2,2,2,1,7,1,1,0.267,1,1,0.267,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,5,40.0,0.002,-99.986,0.0,-59.9855,0.8481,79.8,2,2,2,1,7,1,1,0.26,1,1,0.26,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,6,40.0,0.002,-99.986,0.0,-59.9855,0.8481,79.9,2,2,2,1,7,1,1,0.216,1,1,0.216,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,7,40.0,0.002,-99.986,0.0,-59.9855,0.8481,80.0,2,2,2,1,7,1,1,0.283,1,1,0.283,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,8,40.0,0.002,-99.986,0.0,-59.9855,0.8481,80.1,2,2,2,1,7,1,1,0.277,1,1,0.277,0,0,0,0,0,0,0,0,0,0,0
lk0,toward,40.0,9,40.0,0.002,-99.986,0.0,-59.9855,0.8481,80.2,2,2,2,1,7,1,1,0.222,1,1,0.222,0,0,0,0,0,0,0,0,0,0,0
lk0,across,5.0,0,5.0,0.0,-64.986,0.0,-59.9855,0.8481,80.3,148,148,148,10,3 4 5 6 7 8 9 10 11 12,148,10,0.096,148,10,0.096,0,0,0,0,0,1,1,1,1,1,1
lk0,across,5.0,1,5.0,0.0,-64.986,0.0,-59.9855,0.8481,80.4,148,148,148,10,3 4 5 6 7 8 9 10 11 12,148,10,0.096,148,10,0.096,1,1,1,1,1,1,1,1,1,1,1
lk0,across,5.0,2,5.0,0.0,-64.986,0.0,-59.9855,0.8481,80.5,148,148,148,10,3 4 5 6 7 8 9 10 11 12,148,10,0.095,148,10,0.095,1,1,1,1,1,1,1,1,1,1,1
lk0,across,5.0,3,5.0,0.0,-64.986,0.0,-59.9855,0.8481,80.6,148,148,148,10,3 4 5 6 7 8 9 10 11 12,148,10,0.099,148,10,0.099,1,1,1,1,1,1,1,1,1,1,1
lk0,across,5.0,4,5.0,0.0,-64.986,0.0,-59.9855,0.8481,80.7,148,148,148,10,3 4 5 6 7 8 9 10 11 12,148,10,0.097,148,10,0.097,1,1,1,1,1,1,1,1,1,1,1
lk0,across,5.0,5,5.0,0.0,-64.986,0.0,-59.9855,0.8481,80.8,148,148,148,10,3 4 5 6 7 8 9 10 11 12,148,10,0.096,148,10,0.096,1,1,1,1,1,1,1,1,1,1,1
lk0,across,5.0,6,5.0,0.0,-64.986,0.0,-59.9855,0.8481,80.9,148,148,148,10,3 4 5 6 7 8 9 10 11 12,148,10,0.095,148,10,0.095,1,1,1,1,1,1,1,1,1,1,1
lk0,across,5.0,7,5.0,0.0,-64.986,0.0,-59.9855,0.8481,81.0,148,148,148,10,3 4 5 6 7 8 9 10 11 12,148,10,0.098,148,10,0.098,1,1,1,1,1,1,1,1,1,1,1
lk0,across,5.0,8,5.0,0.0,-64.986,0.0,-59.9855,0.8481,81.1,146,146,146,10,3 4 5 6 7 8 9 10 11 12,146,10,0.1,146,10,0.1,1,1,1,1,1,1,1,1,1,1,1
lk0,across,5.0,9,5.0,0.0,-64.986,0.0,-59.9855,0.8481,81.2,146,146,146,10,3 4 5 6 7 8 9 10 11 12,146,10,0.096,146,10,0.096,1,1,1,1,1,1,1,1,1,1,1
lk0,across,7.5,0,7.5,0.0,-67.486,0.0,-59.9855,0.8481,81.3,64,64,64,6,5 6 7 8 9 10,64,6,0.088,64,6,0.088,0,0,0,0,0,1,1,1,1,1,1
lk0,across,7.5,1,7.5,0.0,-67.486,0.0,-59.9855,0.8481,81.4,64,64,64,6,5 6 7 8 9 10,64,6,0.086,64,6,0.086,1,1,1,1,1,1,1,1,1,1,1
lk0,across,7.5,2,7.5,0.0,-67.486,0.0,-59.9855,0.8481,81.5,64,64,64,6,5 6 7 8 9 10,64,6,0.083,64,6,0.083,1,1,1,1,1,1,1,1,1,1,1
lk0,across,7.5,3,7.5,0.0,-67.486,0.0,-59.9855,0.8481,81.6,64,64,64,6,5 6 7 8 9 10,64,6,0.084,64,6,0.084,1,1,1,1,1,1,1,1,1,1,1
lk0,across,7.5,4,7.5,0.0,-67.486,0.0,-59.9855,0.8481,81.7,64,64,64,6,5 6 7 8 9 10,64,6,0.088,64,6,0.088,1,1,1,1,1,1,1,1,1,1,1
lk0,across,7.5,5,7.5,0.0,-67.486,0.0,-59.9855,0.8481,81.8,64,64,64,6,5 6 7 8 9 10,64,6,0.084,64,6,0.084,1,1,1,1,1,1,1,1,1,1,1
lk0,across,7.5,6,7.5,0.0,-67.486,0.0,-59.9855,0.8481,81.9,64,64,64,6,5 6 7 8 9 10,64,6,0.086,64,6,0.086,1,1,1,1,1,1,1,1,1,1,1
lk0,across,7.5,7,7.5,0.0,-67.486,0.0,-59.9855,0.8481,82.0,64,64,64,6,5 6 7 8 9 10,64,6,0.087,64,6,0.087,1,1,1,1,1,1,1,1,1,1,1
lk0,across,7.5,8,7.5,0.0,-67.486,0.0,-59.9855,0.8481,82.1,64,64,64,6,5 6 7 8 9 10,64,6,0.086,64,6,0.086,1,1,1,1,1,1,1,1,1,1,1
lk0,across,7.5,9,7.5,0.0,-67.486,0.0,-59.9855,0.8481,82.2,64,64,64,6,5 6 7 8 9 10,64,6,0.084,64,6,0.084,1,1,1,1,1,1,1,1,1,1,1
lk0,across,10.0,0,10.0,0.0,-69.986,0.0,-59.9855,0.8481,82.3,41,41,41,5,6 7 8 9 10,41,5,0.085,41,5,0.085,0,0,0,0,0,1,1,1,1,1,1
lk0,across,10.0,1,10.0,0.0,-69.986,0.0,-59.9855,0.8481,82.4,41,41,41,5,6 7 8 9 10,41,5,0.095,41,5,0.095,1,1,1,1,1,1,1,1,1,1,1
lk0,across,10.0,2,10.0,0.0,-69.986,0.0,-59.9855,0.8481,82.5,41,41,41,5,6 7 8 9 10,41,5,0.087,41,5,0.087,1,1,1,1,1,1,1,1,1,1,1
lk0,across,10.0,3,10.0,0.0,-69.986,0.0,-59.9855,0.8481,82.6,41,41,41,5,6 7 8 9 10,41,5,0.095,41,5,0.095,1,1,1,1,1,1,1,1,1,1,1
lk0,across,10.0,4,10.0,0.0,-69.986,0.0,-59.9855,0.8481,82.7,41,41,41,5,6 7 8 9 10,41,5,0.092,41,5,0.092,1,1,1,1,1,1,1,1,1,1,1
lk0,across,10.0,5,10.0,0.0,-69.986,0.0,-59.9855,0.8481,82.8,41,41,41,5,6 7 8 9 10,41,5,0.09,41,5,0.09,1,1,1,1,1,1,1,1,1,1,1
lk0,across,10.0,6,10.0,0.0,-69.986,0.0,-59.9855,0.8481,82.9,41,41,41,5,6 7 8 9 10,41,5,0.092,41,5,0.092,1,1,1,1,1,1,1,1,1,1,1
lk0,across,10.0,7,10.0,0.0,-69.986,0.0,-59.9855,0.8481,83.0,41,41,41,5,6 7 8 9 10,41,5,0.095,41,5,0.095,1,1,1,1,1,1,1,1,1,1,1
lk0,across,10.0,8,10.0,0.0,-69.986,0.0,-59.9855,0.8481,83.1,41,41,41,5,6 7 8 9 10,41,5,0.091,41,5,0.091,1,1,1,1,1,1,1,1,1,1,1
lk0,across,10.0,9,10.0,0.0,-69.986,0.0,-59.9855,0.8481,83.2,41,41,41,5,6 7 8 9 10,41,5,0.087,41,5,0.087,1,1,1,1,1,1,1,1,1,1,1
lk0,across,12.5,0,12.5,0.0,-72.486,0.0,-59.9855,0.8481,83.3,22,22,22,4,6 7 8 9,22,4,0.065,22,4,0.065,0,0,0,0,0,1,1,1,1,1,1
lk0,across,12.5,1,12.5,0.0,-72.486,0.0,-59.9855,0.8481,83.4,22,22,22,4,6 7 8 9,22,4,0.069,22,4,0.069,1,1,1,1,1,1,1,1,1,1,1
lk0,across,12.5,2,12.5,0.0,-72.486,0.0,-59.9855,0.8481,83.5,22,22,22,4,6 7 8 9,22,4,0.06,22,4,0.06,1,1,1,1,1,1,1,1,1,1,1
lk0,across,12.5,3,12.5,0.0,-72.486,0.0,-59.9855,0.8481,83.6,22,22,22,4,6 7 8 9,22,4,0.058,22,4,0.058,1,1,1,1,1,1,1,1,1,1,1
lk0,across,12.5,4,12.5,0.0,-72.486,0.0,-59.9855,0.8481,83.7,22,22,22,4,6 7 8 9,22,4,0.073,22,4,0.073,1,1,1,1,1,1,1,1,1,1,1
lk0,across,12.5,5,12.5,0.0,-72.486,0.0,-59.9855,0.8481,83.8,22,22,22,4,6 7 8 9,22,4,0.068,22,4,0.068,1,1,1,1,1,1,1,1,1,1,1
lk0,across,12.5,6,12.5,0.0,-72.486,0.0,-59.9855,0.8481,83.9,22,22,22,4,6 7 8 9,22,4,0.064,22,4,0.064,1,1,1,1,1,1,1,1,1,1,1
lk0,across,12.5,7,12.5,0.0,-72.486,0.0,-59.9855,0.8481,84.0,22,22,22,4,6 7 8 9,22,4,0.071,22,4,0.071,1,1,1,1,1,1,1,1,1,1,1
lk0,across,12.5,8,12.5,0.0,-72.486,0.0,-59.9855,0.8481,84.1,22,22,22,4,6 7 8 9,22,4,0.065,22,4,0.065,1,1,1,1,1,1,1,1,1,1,1
lk0,across,12.5,9,12.5,0.0,-72.486,0.0,-59.9855,0.8481,84.2,22,22,22,4,6 7 8 9,22,4,0.063,22,4,0.063,1,1,1,1,1,1,1,1,1,1,1
lk0,across,15.0,0,15.0,0.001,-74.986,0.0,-59.9855,0.8481,84.3,18,18,18,4,6 7 8 9,5,1,0.064,18,4,0.064,0,0,0,0,0,0,0,0,0,1,1
lk0,across,15.0,1,15.0,0.001,-74.986,0.0,-59.9855,0.8481,84.4,18,18,18,4,6 7 8 9,4,1,0.068,18,4,0.06,0,0,0,0,1,0,0,0,0,1,1
lk0,across,15.0,2,15.0,0.001,-74.986,0.0,-59.9855,0.8481,84.5,18,18,18,4,6 7 8 9,4,1,0.057,18,4,0.058,0,0,0,0,1,0,0,0,0,1,1
lk0,across,15.0,3,15.0,0.001,-74.986,0.0,-59.9855,0.8481,84.6,18,18,18,4,6 7 8 9,5,1,0.074,18,4,0.062,0,0,0,0,1,0,0,0,0,1,1
lk0,across,15.0,4,15.0,0.001,-74.986,0.0,-59.9855,0.8481,84.7,18,18,18,4,6 7 8 9,4,1,0.072,18,4,0.066,0,0,0,0,1,0,0,0,0,1,1
lk0,across,15.0,5,15.0,0.001,-74.986,0.0,-59.9855,0.8481,84.8,18,18,18,4,6 7 8 9,4,1,0.073,18,4,0.075,0,0,0,0,1,0,0,0,0,1,1
lk0,across,15.0,6,15.0,0.001,-74.986,0.0,-59.9855,0.8481,84.9,18,18,18,4,6 7 8 9,4,1,0.078,18,4,0.073,0,0,0,0,1,0,0,0,0,1,1
lk0,across,15.0,7,15.0,0.001,-74.986,0.0,-59.9855,0.8481,85.0,18,18,18,4,6 7 8 9,5,1,0.077,18,4,0.072,0,0,0,0,1,0,0,0,0,1,1
lk0,across,15.0,8,15.0,0.001,-74.986,0.0,-59.9855,0.8481,85.1,18,18,18,4,6 7 8 9,5,1,0.082,18,4,0.073,0,0,0,0,1,0,0,0,0,1,1
lk0,across,15.0,9,15.0,0.001,-74.986,0.0,-59.9855,0.8481,85.2,18,18,18,4,6 7 8 9,5,1,0.069,18,4,0.062,0,0,0,0,1,0,0,0,0,1,1
lk0,across,17.5,0,17.5,0.001,-77.486,0.0,-59.9855,0.8481,85.3,7,7,7,2,7 8,4,1,0.059,7,2,0.101,0,0,0,0,0,0,0,0,0,1,1
lk0,across,17.5,1,17.5,0.001,-77.486,0.0,-59.9855,0.8481,85.4,7,7,7,2,7 8,4,1,0.053,7,2,0.102,0,0,0,0,1,0,0,0,0,1,1
lk0,across,17.5,2,17.5,0.001,-77.486,0.0,-59.9855,0.8481,85.5,7,7,7,2,7 8,4,1,0.054,7,2,0.099,0,0,0,0,1,0,0,0,0,1,1
lk0,across,17.5,3,17.5,0.001,-77.486,0.0,-59.9855,0.8481,85.6,7,7,7,2,7 8,4,1,0.057,7,2,0.106,0,0,0,0,1,0,0,0,0,1,1
lk0,across,17.5,4,17.5,0.001,-77.486,0.0,-59.9855,0.8481,85.7,7,7,7,2,7 8,4,1,0.063,7,2,0.106,0,0,0,0,1,0,0,0,0,1,1
lk0,across,17.5,5,17.5,0.001,-77.486,0.0,-59.9855,0.8481,85.8,7,7,7,2,7 8,4,1,0.044,7,2,0.083,0,0,0,0,1,0,0,0,0,1,1
lk0,across,17.5,6,17.5,0.001,-77.486,0.0,-59.9855,0.8481,85.9,7,7,7,2,7 8,4,1,0.052,7,2,0.099,0,0,0,0,1,0,0,0,0,1,1
lk0,across,17.5,7,17.5,0.001,-77.486,0.0,-59.9855,0.8481,86.0,7,7,7,2,7 8,4,1,0.062,7,2,0.113,0,0,0,0,1,0,0,0,0,1,1
lk0,across,17.5,8,17.5,0.001,-77.486,0.0,-59.9855,0.8481,86.1,7,7,7,2,7 8,4,1,0.061,7,2,0.106,0,0,0,0,1,0,0,0,0,1,1
lk0,across,17.5,9,17.5,0.001,-77.486,0.0,-59.9855,0.8481,86.2,7,7,7,2,7 8,4,1,0.063,7,2,0.105,0,0,0,0,1,0,0,0,0,1,1
lk0,across,20.0,0,20.0,0.001,-79.986,0.0,-59.9855,0.8481,86.3,8,8,8,2,7 8,5,1,0.075,8,2,0.122,0,0,0,0,0,0,0,0,0,1,1
lk0,across,20.0,1,20.0,0.001,-79.986,0.0,-59.9855,0.8481,86.4,8,8,8,2,7 8,5,1,0.054,8,2,0.101,0,0,0,0,1,0,0,0,0,1,1
lk0,across,20.0,2,20.0,0.001,-79.986,0.0,-59.9855,0.8481,86.5,8,8,8,2,7 8,5,1,0.072,8,2,0.119,0,0,0,0,1,0,0,0,0,1,1
lk0,across,20.0,3,20.0,0.001,-79.986,0.0,-59.9855,0.8481,86.6,8,8,8,2,7 8,5,1,0.072,8,2,0.109,0,0,0,0,1,0,0,0,0,1,1
lk0,across,20.0,4,20.0,0.001,-79.986,0.0,-59.9855,0.8481,86.7,8,8,8,2,7 8,5,1,0.066,8,2,0.112,0,0,0,0,1,0,0,0,0,1,1
lk0,across,20.0,5,20.0,0.001,-79.986,0.0,-59.9855,0.8481,86.8,8,8,8,2,7 8,5,1,0.057,8,2,0.107,0,0,0,0,1,0,0,0,0,1,1
lk0,across,20.0,6,20.0,0.001,-79.986,0.0,-59.9855,0.8481,86.9,8,8,8,2,7 8,5,1,0.052,8,2,0.101,0,0,0,0,1,0,0,0,0,1,1
lk0,across,20.0,7,20.0,0.001,-79.986,0.0,-59.9855,0.8481,87.0,8,8,8,2,7 8,5,1,0.066,8,2,0.113,0,0,0,0,1,0,0,0,0,1,1
lk0,across,20.0,8,20.0,0.001,-79.986,0.0,-59.9855,0.8481,87.1,8,8,8,2,7 8,5,1,0.059,8,2,0.111,0,0,0,0,1,0,0,0,0,1,1
lk0,across,20.0,9,20.0,0.001,-79.986,0.0,-59.9855,0.8481,87.2,8,8,8,2,7 8,5,1,0.057,8,2,0.11,0,0,0,0,1,0,0,0,0,1,1
lk0,across,22.5,0,22.5,0.001,-82.486,0.0,-59.9855,0.8481,87.3,8,8,8,2,7 8,5,1,0.057,8,2,0.093,0,0,0,0,0,0,0,0,0,1,1
lk0,across,22.5,1,22.5,0.001,-82.486,0.0,-59.9855,0.8481,87.4,8,8,8,2,7 8,5,1,0.043,8,2,0.087,0,0,0,0,1,0,0,0,0,1,1
lk0,across,22.5,2,22.5,0.001,-82.486,0.0,-59.9855,0.8481,87.5,8,8,8,2,7 8,5,1,0.06,8,2,0.095,0,0,0,0,1,0,0,0,0,1,1
lk0,across,22.5,3,22.5,0.001,-82.486,0.0,-59.9855,0.8481,87.6,8,8,8,2,7 8,5,1,0.042,8,2,0.083,0,0,0,0,1,0,0,0,0,1,1
lk0,across,22.5,4,22.5,0.001,-82.486,0.0,-59.9855,0.8481,87.7,8,8,8,2,7 8,5,1,0.058,8,2,0.102,0,0,0,0,1,0,0,0,0,1,1
lk0,across,22.5,5,22.5,0.001,-82.486,0.0,-59.9855,0.8481,87.8,8,8,8,2,7 8,5,1,0.052,8,2,0.092,0,0,0,0,1,0,0,0,0,1,1
lk0,across,22.5,6,22.5,0.001,-82.486,0.0,-59.9855,0.8481,87.9,8,8,8,2,7 8,5,1,0.051,8,2,0.086,0,0,0,0,1,0,0,0,0,1,1
lk0,across,22.5,7,22.5,0.001,-82.486,0.0,-59.9855,0.8481,88.0,8,8,8,2,7 8,5,1,0.066,8,2,0.103,0,0,0,0,1,0,0,0,0,1,1
lk0,across,22.5,8,22.5,0.001,-82.486,0.0,-59.9855,0.8481,88.1,8,8,8,2,7 8,5,1,0.079,8,2,0.113,0,0,0,0,1,0,0,0,0,1,1
lk0,across,22.5,9,22.5,0.001,-82.486,0.0,-59.9855,0.8481,88.2,8,8,8,2,7 8,5,1,0.062,8,2,0.088,0,0,0,0,1,0,0,0,0,1,1
lk0,across,25.0,0,25.0,0.001,-84.986,0.0,-59.9855,0.8481,88.3,6,6,6,2,7 8,3,1,0.131,6,2,0.132,0,0,0,0,0,0,0,0,0,1,1
lk0,across,25.0,1,25.0,0.001,-84.986,0.0,-59.9855,0.8481,88.4,6,6,6,2,7 8,3,1,0.122,6,2,0.129,0,0,0,0,1,0,0,0,0,1,1
lk0,across,25.0,2,25.0,0.001,-84.986,0.0,-59.9855,0.8481,88.5,6,6,6,2,7 8,3,1,0.11,6,2,0.112,0,0,0,0,1,0,0,0,0,1,1
lk0,across,25.0,3,25.0,0.001,-84.986,0.0,-59.9855,0.8481,88.6,6,6,6,2,7 8,3,1,0.113,6,2,0.128,0,0,0,0,1,0,0,0,0,1,1
lk0,across,25.0,4,25.0,0.001,-84.986,0.0,-59.9855,0.8481,88.7,6,6,6,2,7 8,3,1,0.108,6,2,0.121,0,0,0,0,1,0,0,0,0,1,1
lk0,across,25.0,5,25.0,0.001,-84.986,0.0,-59.9855,0.8481,88.8,6,6,6,2,7 8,3,1,0.125,6,2,0.14,0,0,0,0,1,0,0,0,0,1,1
lk0,across,25.0,6,25.0,0.001,-84.986,0.0,-59.9855,0.8481,88.9,6,6,6,2,7 8,3,1,0.098,6,2,0.113,0,0,0,0,1,0,0,0,0,1,1
lk0,across,25.0,7,25.0,0.001,-84.986,0.0,-59.9855,0.8481,89.0,6,6,6,2,7 8,3,1,0.115,6,2,0.131,0,0,0,0,1,0,0,0,0,1,1
lk0,across,25.0,8,25.0,0.001,-84.986,0.0,-59.9855,0.8481,89.1,6,6,6,2,7 8,3,1,0.114,6,2,0.129,0,0,0,0,1,0,0,0,0,1,1
lk0,across,25.0,9,25.0,0.001,-84.986,0.0,-59.9855,0.8481,89.2,6,6,6,2,7 8,3,1,0.111,6,2,0.123,0,0,0,0,1,0,0,0,0,1,1
lk0,across,27.5,0,27.5,0.001,-87.486,0.0,-59.9855,0.8481,89.3,5,5,5,2,7 8,3,1,0.121,5,2,0.141,0,0,0,0,0,0,0,0,0,1,1
lk0,across,27.5,1,27.5,0.001,-87.486,0.0,-59.9855,0.8481,89.4,5,5,5,2,7 8,3,1,0.129,5,2,0.146,0,0,0,0,1,0,0,0,0,1,1
lk0,across,27.5,2,27.5,0.001,-87.486,0.0,-59.9855,0.8481,89.5,5,5,5,2,7 8,3,1,0.125,5,2,0.132,0,0,0,0,1,0,0,0,0,1,1
lk0,across,27.5,3,27.5,0.001,-87.486,0.0,-59.9855,0.8481,89.6,5,5,5,2,7 8,3,1,0.116,5,2,0.14,0,0,0,0,1,0,0,0,0,1,1
lk0,across,27.5,4,27.5,0.001,-87.486,0.0,-59.9855,0.8481,89.7,5,5,5,2,7 8,3,1,0.12,5,2,0.134,0,0,0,0,1,0,0,0,0,1,1
lk0,across,27.5,5,27.5,0.001,-87.486,0.0,-59.9855,0.8481,89.8,5,5,5,2,7 8,3,1,0.123,5,2,0.14,0,0,0,0,1,0,0,0,0,1,1
lk0,across,27.5,6,27.5,0.001,-87.486,0.0,-59.9855,0.8481,89.9,5,5,5,2,7 8,3,1,0.113,5,2,0.132,0,0,0,0,1,0,0,0,0,1,1
lk0,across,27.5,7,27.5,0.001,-87.486,0.0,-59.9855,0.8481,90.0,5,5,5,2,7 8,3,1,0.113,5,2,0.132,0,0,0,0,1,0,0,0,0,1,1
lk0,across,27.5,8,27.5,0.001,-87.486,0.0,-59.9855,0.8481,90.1,5,5,5,2,7 8,3,1,0.126,5,2,0.146,0,0,0,0,1,0,0,0,0,1,1
lk0,across,27.5,9,27.5,0.001,-87.486,0.0,-59.9855,0.8481,90.2,5,5,5,2,7 8,3,1,0.112,5,2,0.141,0,0,0,0,1,0,0,0,0,1,1
lk0,across,30.0,0,30.0,0.001,-89.986,0.0,-59.9855,0.8481,90.3,4,4,4,2,7 8,2,1,0.065,4,2,0.114,0,0,0,0,0,0,0,0,0,0,0
lk0,across,30.0,1,30.0,0.001,-89.986,0.0,-59.9855,0.8481,90.4,4,4,4,2,7 8,2,1,0.071,4,2,0.141,0,0,0,0,0,0,0,0,0,0,0
lk0,across,30.0,2,30.0,0.001,-89.986,0.0,-59.9855,0.8481,90.5,4,4,4,2,7 8,2,1,0.092,4,2,0.135,0,0,0,0,0,0,0,0,0,0,0
lk0,across,30.0,3,30.0,0.001,-89.986,0.0,-59.9855,0.8481,90.6,4,4,4,2,7 8,2,1,0.078,4,2,0.132,0,0,0,0,0,0,0,0,0,0,0
lk0,across,30.0,4,30.0,0.001,-89.986,0.0,-59.9855,0.8481,90.7,4,4,4,2,7 8,2,1,0.097,4,2,0.151,0,0,0,0,0,0,0,0,0,0,0
lk0,across,30.0,5,30.0,0.001,-89.986,0.0,-59.9855,0.8481,90.8,4,4,4,2,7 8,2,1,0.078,4,2,0.124,0,0,0,0,0,0,0,0,0,0,0
lk0,across,30.0,6,30.0,0.001,-89.986,0.0,-59.9855,0.8481,90.9,4,4,4,2,7 8,2,1,0.068,4,2,0.118,0,0,0,0,0,0,0,0,0,0,0
lk0,across,30.0,7,30.0,0.001,-89.986,0.0,-59.9855,0.8481,91.0,4,4,4,2,7 8,2,1,0.081,4,2,0.124,0,0,0,0,0,0,0,0,0,0,0
lk0,across,30.0,8,30.0,0.001,-89.986,0.0,-59.9855,0.8481,91.1,4,4,4,2,7 8,2,1,0.079,4,2,0.138,0,0,0,0,0,0,0,0,0,0,0
lk0,across,30.0,9,30.0,0.001,-89.986,0.0,-59.9855,0.8481,91.2,4,4,4,2,7 8,2,1,0.066,4,2,0.119,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,0,32.5,0.001,-92.486,0.0,-59.9855,0.8481,91.3,4,4,4,2,7 8,2,1,0.151,4,2,0.103,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,1,32.5,0.001,-92.486,0.0,-59.9855,0.8481,91.4,4,4,4,2,7 8,2,1,0.085,4,2,0.113,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,2,32.5,0.001,-92.486,0.0,-59.9855,0.8481,91.5,4,4,4,2,7 8,2,1,0.173,4,2,0.106,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,3,32.5,0.001,-92.486,0.0,-59.9855,0.8481,91.6,4,4,4,2,7 8,1,1,0.191,4,2,0.131,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,4,32.5,0.001,-92.486,0.0,-59.9855,0.8481,91.7,4,4,4,2,7 8,2,1,0.071,4,2,0.117,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,5,32.5,0.001,-92.486,0.0,-59.9855,0.8481,91.8,4,4,4,2,7 8,1,1,0.184,4,2,0.124,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,6,32.5,0.001,-92.486,0.0,-59.9855,0.8481,91.9,4,4,4,2,7 8,1,1,0.176,4,2,0.132,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,7,32.5,0.001,-92.486,0.0,-59.9855,0.8481,92.0,4,4,4,2,7 8,2,1,0.082,4,2,0.132,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,8,32.5,0.001,-92.486,0.0,-59.9855,0.8481,92.1,4,4,4,2,7 8,2,1,0.068,4,2,0.111,0,0,0,0,0,0,0,0,0,0,0
lk0,across,32.5,9,32.5,0.001,-92.486,0.0,-59.9855,0.8481,92.2,4,4,4,2,7 8,2,1,0.068,4,2,0.114,0,0,0,0,0,0,0,0,0,0,0
lk0,across,35.0,0,35.0,0.001,-94.986,0.0,-59.9855,0.8481,92.3,3,3,3,2,7 8,1,1,0.111,3,2,0.066,0,0,0,0,0,0,0,0,0,0,0
lk0,across,35.0,1,35.0,0.001,-94.986,0.0,-59.9855,0.8481,92.4,3,3,3,2,7 8,1,1,0.098,3,2,0.073,0,0,0,0,0,0,0,0,0,0,0
lk0,across,35.0,2,35.0,0.001,-94.986,0.0,-59.9855,0.8481,92.5,3,3,3,2,7 8,1,1,0.113,3,2,0.077,0,0,0,0,0,0,0,0,0,0,0
lk0,across,35.0,3,35.0,0.001,-94.986,0.0,-59.9855,0.8481,92.6,3,3,3,2,7 8,1,1,0.124,3,2,0.068,0,0,0,0,0,0,0,0,0,0,0
lk0,across,35.0,4,35.0,0.001,-94.986,0.0,-59.9855,0.8481,92.7,3,3,3,2,7 8,1,1,0.114,3,2,0.072,0,0,0,0,0,0,0,0,0,0,0
