mount,orient,d_set_m,scan,d_m,px,py,lx,ly,lz,stamp,n_new,best_all,best_ns,best_rings,best_ring_list,near_n,near_rings,near_d_m,nearxy_n,nearxy_rings,nearxy_d_m,alarm_m3,alarm_m5,alarm_m10,alarm_m20,alarm_xy5,cand_m3,cand_m5,cand_m10,cand_m20,cand_xy5,best
lk0,across,35.0,5,35.0,0.001,-94.986,0.0,-59.9855,0.8481,92.8,3,3,3,2,7 8,1,1,0.117,3,2,0.069,0,0,0,0,0,0,0,0,0,0,0
lk0,across,35.0,6,35.0,0.001,-94.986,0.0,-59.9855,0.8481,92.9,3,3,3,2,7 8,1,1,0.111,3,2,0.074,0,0,0,0,0,0,0,0,0,0,0
lk0,across,35.0,7,35.0,0.001,-94.986,0.0,-59.9855,0.8481,93.0,3,3,3,2,7 8,1,1,0.082,3,2,0.064,0,0,0,0,0,0,0,0,0,0,0
lk0,across,35.0,8,35.0,0.001,-94.986,0.0,-59.9855,0.8481,93.1,3,3,3,2,7 8,1,1,0.102,3,2,0.063,0,0,0,0,0,0,0,0,0,0,0
lk0,across,35.0,9,35.0,0.001,-94.986,0.0,-59.9855,0.8481,93.2,3,3,3,2,7 8,1,1,0.093,3,2,0.066,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,0,37.5,0.001,-97.486,0.0,-59.9855,0.8481,93.3,3,3,3,2,7 8,1,1,0.091,3,2,0.047,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,1,37.5,0.001,-97.486,0.0,-59.9855,0.8481,93.4,3,3,3,2,7 8,1,1,0.066,3,2,0.035,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,2,37.5,0.001,-97.486,0.0,-59.9855,0.8481,93.5,3,3,3,2,7 8,1,1,0.081,3,2,0.062,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,3,37.5,0.001,-97.486,0.0,-59.9855,0.8481,93.6,3,3,3,2,7 8,1,1,0.083,3,2,0.058,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,4,37.5,0.001,-97.486,0.0,-59.9855,0.8481,93.7,3,3,3,2,7 8,1,1,0.078,3,2,0.027,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,5,37.5,0.001,-97.486,0.0,-59.9855,0.8481,93.8,3,3,3,2,7 8,1,1,0.086,3,2,0.047,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,6,37.5,0.001,-97.486,0.0,-59.9855,0.8481,93.9,3,3,3,2,7 8,1,1,0.073,3,2,0.028,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,7,37.5,0.001,-97.486,0.0,-59.9855,0.8481,94.0,3,3,3,2,7 8,1,1,0.068,3,2,0.033,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,8,37.5,0.001,-97.486,0.0,-59.9855,0.8481,94.1,3,3,3,2,7 8,1,1,0.071,3,2,0.033,0,0,0,0,0,0,0,0,0,0,0
lk0,across,37.5,9,37.5,0.001,-97.486,0.0,-59.9855,0.8481,94.2,3,3,3,2,7 8,1,1,0.084,3,2,0.046,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,0,40.0,0.002,-99.986,0.0,-59.9855,0.8481,94.3,2,2,2,2,7 8,1,1,0.082,2,2,0.14,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,1,40.0,0.002,-99.986,0.0,-59.9855,0.8481,94.4,2,2,2,2,7 8,1,1,0.093,2,2,0.14,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,2,40.0,0.002,-99.986,0.0,-59.9855,0.8481,94.5,2,2,2,2,7 8,1,1,0.096,2,2,0.14,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,3,40.0,0.002,-99.986,0.0,-59.9855,0.8481,94.6,2,2,2,2,7 8,1,1,0.082,2,2,0.14,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,4,40.0,0.002,-99.986,0.0,-59.9855,0.8481,94.7,2,2,2,2,7 8,1,1,0.098,2,2,0.14,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,5,40.0,0.002,-99.986,0.0,-59.9855,0.8481,94.8,2,2,2,2,7 8,1,1,0.084,2,2,0.14,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,6,40.0,0.002,-99.986,0.0,-59.9855,0.8481,94.9,2,2,2,2,7 8,1,1,0.079,2,2,0.141,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,7,40.0,0.002,-99.986,0.0,-59.9855,0.8481,95.0,2,2,2,2,7 8,1,1,0.079,2,2,0.14,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,8,40.0,0.002,-99.986,0.0,-59.9855,0.8481,95.1,2,2,2,2,7 8,1,1,0.097,2,2,0.14,0,0,0,0,0,0,0,0,0,0,0
lk0,across,40.0,9,40.0,0.002,-99.986,0.0,-59.9855,0.8481,95.2,2,2,2,2,7 8,1,1,0.089,2,2,0.144,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,5.0,0,5.0,-5.0,0.0,0.0,0.0,2.1,95.3,25,25,25,2,4 5,25,2,0.088,25,2,0.088,0,0,0,0,0,1,1,1,1,1,1
mulcher,toward,5.0,1,5.0,-5.0,0.0,0.0,0.0,2.1,95.4,25,25,25,2,4 5,25,2,0.093,25,2,0.093,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,5.0,2,5.0,-5.0,0.0,0.0,0.0,2.1,95.5,25,25,25,2,4 5,25,2,0.089,25,2,0.089,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,5.0,3,5.0,-5.0,0.0,0.0,0.0,2.1,95.6,25,25,25,2,4 5,25,2,0.092,25,2,0.092,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,5.0,4,5.0,-5.0,0.0,0.0,0.0,2.1,95.7,25,25,25,2,4 5,25,2,0.094,25,2,0.094,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,5.0,5,5.0,-5.0,0.0,0.0,0.0,2.1,95.8,25,25,25,2,4 5,25,2,0.092,25,2,0.092,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,5.0,6,5.0,-5.0,0.0,0.0,0.0,2.1,95.9,25,25,25,2,4 5,25,2,0.092,25,2,0.092,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,5.0,7,5.0,-5.0,0.0,0.0,0.0,2.1,96.0,25,25,25,2,4 5,25,2,0.097,25,2,0.097,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,5.0,8,5.0,-5.0,0.0,0.0,0.0,2.1,96.1,25,25,25,2,4 5,25,2,0.098,25,2,0.098,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,5.0,9,5.0,-5.0,0.0,0.0,0.0,2.1,96.2,25,25,25,2,4 5,25,2,0.095,25,2,0.095,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,7.5,0,7.5,-7.5,0.0,0.0,0.0,2.1,96.3,39,39,39,3,4 5 6,39,3,0.104,39,3,0.104,0,0,0,0,0,1,1,1,1,1,1
mulcher,toward,7.5,1,7.5,-7.5,0.0,0.0,0.0,2.1,96.4,39,39,39,3,4 5 6,39,3,0.105,39,3,0.105,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,7.5,2,7.5,-7.5,0.0,0.0,0.0,2.1,96.5,39,39,39,3,4 5 6,39,3,0.103,39,3,0.103,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,7.5,3,7.5,-7.5,0.0,0.0,0.0,2.1,96.6,39,39,39,3,4 5 6,39,3,0.107,39,3,0.107,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,7.5,4,7.5,-7.5,0.0,0.0,0.0,2.1,96.7,39,39,39,3,4 5 6,39,3,0.107,39,3,0.107,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,7.5,5,7.5,-7.5,0.0,0.0,0.0,2.1,96.8,39,39,39,3,4 5 6,39,3,0.107,39,3,0.107,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,7.5,6,7.5,-7.5,0.0,0.0,0.0,2.1,96.9,39,39,39,3,4 5 6,39,3,0.109,39,3,0.109,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,7.5,7,7.5,-7.5,0.0,0.0,0.0,2.1,97.0,39,39,39,3,4 5 6,39,3,0.113,39,3,0.113,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,7.5,8,7.5,-7.5,0.0,0.0,0.0,2.1,97.1,39,39,39,3,4 5 6,39,3,0.109,39,3,0.109,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,7.5,9,7.5,-7.5,0.0,0.0,0.0,2.1,97.2,39,39,39,3,4 5 6,39,3,0.105,39,3,0.105,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,10.0,0,10.0,-10.0,0.0,0.0,0.0,2.1,97.3,32,32,32,3,4 5 6,32,3,0.117,32,3,0.117,0,0,0,0,0,1,1,1,1,1,1
mulcher,toward,10.0,1,10.0,-10.0,0.0,0.0,0.0,2.1,97.4,32,32,32,3,4 5 6,32,3,0.117,32,3,0.117,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,10.0,2,10.0,-10.0,0.0,0.0,0.0,2.1,97.5,32,32,32,3,4 5 6,32,3,0.122,32,3,0.122,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,10.0,3,10.0,-10.0,0.0,0.0,0.0,2.1,97.6,32,32,32,3,4 5 6,32,3,0.112,32,3,0.112,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,10.0,4,10.0,-10.0,0.0,0.0,0.0,2.1,97.7,32,32,32,3,4 5 6,32,3,0.122,32,3,0.122,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,10.0,5,10.0,-10.0,0.0,0.0,0.0,2.1,97.8,32,32,32,3,4 5 6,32,3,0.12,32,3,0.12,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,10.0,6,10.0,-10.0,0.0,0.0,0.0,2.1,97.9,32,32,32,3,4 5 6,32,3,0.116,32,3,0.116,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,10.0,7,10.0,-10.0,0.0,0.0,0.0,2.1,98.0,32,32,32,3,4 5 6,32,3,0.116,32,3,0.116,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,10.0,8,10.0,-10.0,0.0,0.0,0.0,2.1,98.1,32,32,32,3,4 5 6,32,3,0.119,32,3,0.119,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,10.0,9,10.0,-10.0,0.0,0.0,0.0,2.1,98.2,32,32,32,3,4 5 6,32,3,0.117,32,3,0.117,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,12.5,0,12.5,-12.5,0.0,0.0,0.0,2.1,98.3,29,29,29,3,4 5 6,29,3,0.104,29,3,0.104,0,0,0,0,0,1,1,1,1,1,1
mulcher,toward,12.5,1,12.5,-12.5,0.0,0.0,0.0,2.1,98.4,29,29,29,3,4 5 6,29,3,0.108,29,3,0.108,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,12.5,2,12.5,-12.5,0.0,0.0,0.0,2.1,98.5,29,29,29,3,4 5 6,29,3,0.105,29,3,0.105,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,12.5,3,12.5,-12.5,0.0,0.0,0.0,2.1,98.6,29,29,29,3,4 5 6,29,3,0.107,29,3,0.107,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,12.5,4,12.5,-12.5,0.0,0.0,0.0,2.1,98.7,29,29,29,3,4 5 6,29,3,0.109,29,3,0.109,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,12.5,5,12.5,-12.5,0.0,0.0,0.0,2.1,98.8,29,29,29,3,4 5 6,29,3,0.103,29,3,0.103,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,12.5,6,12.5,-12.5,0.0,0.0,0.0,2.1,98.9,29,29,29,3,4 5 6,29,3,0.106,29,3,0.106,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,12.5,7,12.5,-12.5,0.0,0.0,0.0,2.1,99.0,29,29,29,3,4 5 6,29,3,0.1,29,3,0.1,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,12.5,8,12.5,-12.5,0.0,0.0,0.0,2.1,99.1,29,29,29,3,4 5 6,29,3,0.104,29,3,0.104,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,12.5,9,12.5,-12.5,0.0,0.0,0.0,2.1,99.2,29,29,29,3,4 5 6,29,3,0.1,29,3,0.1,1,1,1,1,1,1,1,1,1,1,1
mulcher,toward,15.0,0,15.0,-15.0,0.0,0.0,0.0,2.1,99.3,22,22,22,3,4 5 6,8,1,0.119,22,3,0.097,0,0,0,0,0,0,0,0,0,1,1
mulcher,toward,15.0,1,15.0,-15.0,0.0,0.0,0.0,2.1,99.4,22,22,22,3,4 5 6,8,1,0.11,22,3,0.093,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,15.0,2,15.0,-15.0,0.0,0.0,0.0,2.1,99.5,22,22,22,3,4 5 6,8,1,0.117,22,3,0.097,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,15.0,3,15.0,-15.0,0.0,0.0,0.0,2.1,99.6,22,22,22,3,4 5 6,8,1,0.118,22,3,0.097,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,15.0,4,15.0,-15.0,0.0,0.0,0.0,2.1,99.7,22,22,22,3,4 5 6,8,1,0.117,22,3,0.095,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,15.0,5,15.0,-15.0,0.0,0.0,0.0,2.1,99.8,22,22,22,3,4 5 6,10,1,0.113,22,3,0.085,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,15.0,6,15.0,-15.0,0.0,0.0,0.0,2.1,99.9,22,22,22,3,4 5 6,10,1,0.129,22,3,0.098,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,15.0,7,15.0,-15.0,0.0,0.0,0.0,2.1,100.0,22,22,22,3,4 5 6,4,1,0.041,22,3,0.09,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,15.0,8,15.0,-15.0,0.0,0.0,0.0,2.1,100.1,22,22,22,3,4 5 6,8,1,0.119,22,3,0.096,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,15.0,9,15.0,-15.0,0.0,0.0,0.0,2.1,100.2,22,22,22,3,4 5 6,8,1,0.12,22,3,0.1,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,17.5,0,17.5,-17.5,0.0,0.0,0.0,2.1,100.3,14,14,14,2,5 6,6,1,0.11,14,2,0.121,0,0,0,0,0,0,0,0,0,1,1
mulcher,toward,17.5,1,17.5,-17.5,0.0,0.0,0.0,2.1,100.4,14,14,14,2,5 6,6,1,0.122,14,2,0.127,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,17.5,2,17.5,-17.5,0.0,0.0,0.0,2.1,100.5,14,14,14,2,5 6,6,1,0.127,14,2,0.128,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,17.5,3,17.5,-17.5,0.0,0.0,0.0,2.1,100.6,14,14,14,2,5 6,8,1,0.122,14,2,0.123,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,17.5,4,17.5,-17.5,0.0,0.0,0.0,2.1,100.7,14,14,14,2,5 6,8,1,0.113,14,2,0.115,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,17.5,5,17.5,-17.5,0.0,0.0,0.0,2.1,100.8,14,14,14,2,5 6,6,1,0.113,14,2,0.119,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,17.5,6,17.5,-17.5,0.0,0.0,0.0,2.1,100.9,14,14,14,2,5 6,6,1,0.111,14,2,0.121,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,17.5,7,17.5,-17.5,0.0,0.0,0.0,2.1,101.0,14,14,14,2,5 6,6,1,0.114,14,2,0.116,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,17.5,8,17.5,-17.5,0.0,0.0,0.0,2.1,101.1,14,14,14,2,5 6,8,1,0.119,14,2,0.12,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,17.5,9,17.5,-17.5,0.0,0.0,0.0,2.1,101.2,14,14,14,2,5 6,6,1,0.116,14,2,0.123,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,20.0,0,20.0,-20.0,0.0,0.0,0.0,2.1,101.3,16,16,16,3,5 6 7,4,1,0.11,16,3,0.065,0,0,0,0,0,0,0,0,0,1,1
mulcher,toward,20.0,1,20.0,-20.0,0.0,0.0,0.0,2.1,101.4,16,16,16,3,5 6 7,4,1,0.105,16,3,0.06,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,20.0,2,20.0,-20.0,0.0,0.0,0.0,2.1,101.5,16,16,16,3,5 6 7,4,1,0.11,16,3,0.066,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,20.0,3,20.0,-20.0,0.0,0.0,0.0,2.1,101.6,16,16,16,3,5 6 7,4,1,0.087,16,3,0.054,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,20.0,4,20.0,-20.0,0.0,0.0,0.0,2.1,101.7,16,16,16,3,5 6 7,4,1,0.11,16,3,0.059,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,20.0,5,20.0,-20.0,0.0,0.0,0.0,2.1,101.8,16,16,16,3,5 6 7,4,1,0.114,16,3,0.063,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,20.0,6,20.0,-20.0,0.0,0.0,0.0,2.1,101.9,16,16,16,3,5 6 7,4,1,0.09,16,3,0.055,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,20.0,7,20.0,-20.0,0.0,0.0,0.0,2.1,102.0,16,16,16,3,5 6 7,4,1,0.093,16,3,0.061,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,20.0,8,20.0,-20.0,0.0,0.0,0.0,2.1,102.1,16,16,16,3,5 6 7,4,1,0.098,16,3,0.055,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,20.0,9,20.0,-20.0,0.0,0.0,0.0,2.1,102.2,16,16,16,3,5 6 7,4,1,0.102,16,3,0.061,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,22.5,0,22.5,-22.5,0.0,0.0,0.0,2.1,102.3,14,14,14,3,5 6 7,3,1,0.108,14,3,0.081,0,0,0,0,0,0,0,0,0,1,1
mulcher,toward,22.5,1,22.5,-22.5,0.0,0.0,0.0,2.1,102.4,14,14,14,3,5 6 7,7,1,0.134,14,3,0.083,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,22.5,2,22.5,-22.5,0.0,0.0,0.0,2.1,102.5,14,14,14,3,5 6 7,4,1,0.129,14,3,0.08,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,22.5,3,22.5,-22.5,0.0,0.0,0.0,2.1,102.6,14,14,14,3,5 6 7,7,1,0.121,14,3,0.078,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,22.5,4,22.5,-22.5,0.0,0.0,0.0,2.1,102.7,14,14,14,3,5 6 7,7,1,0.13,14,3,0.084,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,22.5,5,22.5,-22.5,0.0,0.0,0.0,2.1,102.8,14,14,14,3,5 6 7,4,1,0.126,14,3,0.082,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,22.5,6,22.5,-22.5,0.0,0.0,0.0,2.1,102.9,14,14,14,3,5 6 7,3,1,0.113,14,3,0.078,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,22.5,7,22.5,-22.5,0.0,0.0,0.0,2.1,103.0,14,14,14,3,5 6 7,4,1,0.119,14,3,0.08,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,22.5,8,22.5,-22.5,0.0,0.0,0.0,2.1,103.1,14,14,14,3,5 6 7,7,1,0.137,14,3,0.09,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,22.5,9,22.5,-22.5,0.0,0.0,0.0,2.1,103.2,14,14,14,3,5 6 7,4,1,0.117,14,3,0.086,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,25.0,0,25.0,-25.0,0.0,0.0,0.0,2.1,103.3,10,10,10,2,6 7,6,1,0.118,10,2,0.127,0,0,0,0,0,0,0,0,0,1,1
mulcher,toward,25.0,1,25.0,-25.0,0.0,0.0,0.0,2.1,103.4,10,10,10,2,6 7,6,1,0.126,10,2,0.134,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,25.0,2,25.0,-25.0,0.0,0.0,0.0,2.1,103.5,10,10,10,2,6 7,6,1,0.126,10,2,0.129,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,25.0,3,25.0,-25.0,0.0,0.0,0.0,2.1,103.6,10,10,10,2,6 7,6,1,0.124,10,2,0.134,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,25.0,4,25.0,-25.0,0.0,0.0,0.0,2.1,103.7,10,10,10,2,6 7,6,1,0.127,10,2,0.135,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,25.0,5,25.0,-25.0,0.0,0.0,0.0,2.1,103.8,10,10,10,2,6 7,6,1,0.121,10,2,0.127,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,25.0,6,25.0,-25.0,0.0,0.0,0.0,2.1,103.9,10,10,10,2,6 7,6,1,0.115,10,2,0.127,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,25.0,7,25.0,-25.0,0.0,0.0,0.0,2.1,104.0,10,10,10,2,6 7,6,1,0.125,10,2,0.136,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,25.0,8,25.0,-25.0,0.0,0.0,0.0,2.1,104.1,10,10,10,2,6 7,6,1,0.116,10,2,0.123,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,25.0,9,25.0,-25.0,0.0,0.0,0.0,2.1,104.2,10,10,10,2,6 7,6,1,0.113,10,2,0.125,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,27.5,0,27.5,-27.5,0.0,0.0,0.0,2.1,104.3,8,8,8,2,6 7,4,1,0.123,8,2,0.13,0,0,0,0,0,0,0,0,0,1,1
mulcher,toward,27.5,1,27.5,-27.5,0.0,0.0,0.0,2.1,104.4,8,8,8,2,6 7,4,1,0.12,8,2,0.131,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,27.5,2,27.5,-27.5,0.0,0.0,0.0,2.1,104.5,8,8,8,2,6 7,4,1,0.121,8,2,0.126,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,27.5,3,27.5,-27.5,0.0,0.0,0.0,2.1,104.6,8,8,8,2,6 7,4,1,0.128,8,2,0.137,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,27.5,4,27.5,-27.5,0.0,0.0,0.0,2.1,104.7,8,8,8,2,6 7,4,1,0.133,8,2,0.137,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,27.5,5,27.5,-27.5,0.0,0.0,0.0,2.1,104.8,8,8,8,2,6 7,4,1,0.126,8,2,0.131,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,27.5,6,27.5,-27.5,0.0,0.0,0.0,2.1,104.9,8,8,8,2,6 7,4,1,0.129,8,2,0.13,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,27.5,7,27.5,-27.5,0.0,0.0,0.0,2.1,105.0,8,8,8,2,6 7,4,1,0.123,8,2,0.123,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,27.5,8,27.5,-27.5,0.0,0.0,0.0,2.1,105.1,8,8,8,2,6 7,4,1,0.132,8,2,0.136,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,27.5,9,27.5,-27.5,0.0,0.0,0.0,2.1,105.2,8,8,8,2,6 7,4,1,0.114,8,2,0.122,0,0,0,0,1,0,0,0,0,1,1
mulcher,toward,30.0,0,30.0,-30.0,0.0,0.0,0.0,2.1,105.3,4,4,4,1,6,4,1,0.116,4,1,0.116,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,30.0,1,30.0,-30.0,0.0,0.0,0.0,2.1,105.4,4,4,4,1,6,4,1,0.13,4,1,0.13,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,30.0,2,30.0,-30.0,0.0,0.0,0.0,2.1,105.5,4,4,4,1,6,4,1,0.118,4,1,0.118,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,30.0,3,30.0,-30.0,0.0,0.0,0.0,2.1,105.6,4,4,4,1,6,4,1,0.122,4,1,0.122,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,30.0,4,30.0,-30.0,0.0,0.0,0.0,2.1,105.7,4,4,4,1,6,4,1,0.128,4,1,0.128,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,30.0,5,30.0,-30.0,0.0,0.0,0.0,2.1,105.8,4,4,4,1,6,4,1,0.12,4,1,0.12,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,30.0,6,30.0,-30.0,0.0,0.0,0.0,2.1,105.9,4,4,4,1,6,4,1,0.115,4,1,0.115,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,30.0,7,30.0,-30.0,0.0,0.0,0.0,2.1,106.0,4,4,4,1,6,4,1,0.134,4,1,0.134,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,30.0,8,30.0,-30.0,0.0,0.0,0.0,2.1,106.1,4,4,4,1,6,4,1,0.092,4,1,0.092,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,30.0,9,30.0,-30.0,0.0,0.0,0.0,2.1,106.2,4,4,4,1,6,4,1,0.144,4,1,0.144,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,0,32.5,-32.5,0.0,0.0,0.0,2.1,106.3,4,4,4,1,6,4,1,0.028,4,1,0.028,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,1,32.5,-32.5,0.0,0.0,0.0,2.1,106.4,4,4,4,1,6,4,1,0.027,4,1,0.027,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,2,32.5,-32.5,0.0,0.0,0.0,2.1,106.5,4,4,4,1,6,4,1,0.043,4,1,0.043,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,3,32.5,-32.5,0.0,0.0,0.0,2.1,106.6,4,4,4,1,6,4,1,0.027,4,1,0.027,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,4,32.5,-32.5,0.0,0.0,0.0,2.1,106.7,4,4,4,1,6,4,1,0.06,4,1,0.06,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,5,32.5,-32.5,0.0,0.0,0.0,2.1,106.8,4,4,4,1,6,4,1,0.049,4,1,0.049,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,6,32.5,-32.5,0.0,0.0,0.0,2.1,106.9,4,4,4,1,6,4,1,0.027,4,1,0.027,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,7,32.5,-32.5,0.0,0.0,0.0,2.1,107.0,4,4,4,1,6,4,1,0.027,4,1,0.027,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,8,32.5,-32.5,0.0,0.0,0.0,2.1,107.1,4,4,4,1,6,4,1,0.022,4,1,0.022,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,32.5,9,32.5,-32.5,0.0,0.0,0.0,2.1,107.2,4,4,4,1,6,4,1,0.031,4,1,0.031,0,0,0,0,0,0,0,0,0,0,0
mulcher,toward,35.0,0,35.0,-35.0,0.0,0.0,0.0,2.1,107.3,8,8,8,2,6 7,4,1,0.013,8,2,0.022,0,0,0,0,0,0,0,0,0,1,1
mulcher,toward,35.0,1,35.0,-35.0,0.0,0.0,0.0,2.1,107.4,8,8,8,2,6 7,4,1,0.011,8,2,0.022,0,0,0,0,1,0,0,0,0,1,1
